date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-01-16,167.875,168.2228,167.4651,168.0025,72290520,72290520,-0.218633,-0.13,169.0391,"Jan 16, 14",0.03166678641192248
2014-01-17,167.711,168.0299,167.0005,167.2874,107848616,107848616,-0.715116,-0.426,172.2706,"Jan 17, 14",0.027275512954901465
2014-01-21,168.2576,168.3214,166.7545,167.7839,88621138,88621138,0.496482,0.297,167.5937,"Jan 21, 14",0.030324411390659962
2014-01-22,168.0663,168.1392,167.5379,167.8932,61270816,61270816,0.109316,0.065,169.2517,"Jan 22, 14",0.030995598901291308
2014-01-23,167.0369,167.0733,165.634,166.5176,132496880,132496880,-1.3756,-0.819,167.9983,"Jan 23, 14",0.022548338703447458
2014-01-24,165.4336,165.4882,162.9102,162.9648,208677093,208677093,-3.5528,-2.134,166.8651,"Jan 24, 14",0.0007313671776411849
2014-01-27,163.1197,163.5387,161.3524,162.1632,180843004,180843004,-0.801659,-0.492,162.6528,"Jan 27, 14",-0.004191083952477742
2014-01-28,162.2816,163.3383,162.2634,163.1288,110463152,110463152,0.965637,0.595,162.9806,"Jan 28, 14",0.001738455482705523
2014-01-29,161.7532,162.6551,161.1338,161.5619,216597269,216597269,-1.5669,-0.961,162.1093,"Jan 29, 14",-0.007883536378301578
2014-01-30,162.9375,163.8029,162.3909,163.2746,118938051,118938051,1.7126,1.06,163.2945,"Jan 30, 14",0.0026337815490369027
2014-01-31,161.2613,163.3292,161.1702,162.318,194677861,194677861,-0.956528,-0.586,161.585,"Jan 31, 14",-0.003240490845014524
2014-02-03,162.1085,162.4911,158.3553,158.665,254837004,254837004,-3.653,-2.251,160.7961,"Feb 3, 14",-0.025672768762085837
2014-02-04,159.3756,160.1863,158.6063,159.7719,165012351,165012351,1.1068,0.698,160.0695,"Feb 4, 14",-0.018875536781137025
2014-02-05,159.2298,159.9313,158.246,159.576,164230470,164230470,-0.195863,-0.123,158.9204,"Feb 5, 14",-0.020078516043100927
2014-02-06,159.9495,161.6804,159.6224,161.6804,132877526,132877526,2.1044,1.319,161.5309,"Feb 6, 14",-0.007155853670069287
2014-02-07,162.4365,163.8576,161.9081,163.6845,170787197,170787197,2.0042,1.24,163.094,"Feb 7, 14",0.005150888233462846
2014-02-10,163.7027,164.0398,163.2563,163.9851,92218729,92218729,0.300623,0.184,165.2771,"Feb 10, 14",0.006996807407257268
2014-02-11,164.1218,166.1979,164.0114,165.7798,117814009,117814009,1.7946,1.094,170.9308,"Feb 11, 14",0.018017669487128005
2014-02-12,165.9984,166.5541,165.5292,165.8617,94717638,94717638,0.081985,0.049,167.7983,"Feb 12, 14",0.018520599561425446
2014-02-13,164.7412,166.8911,164.7321,166.7181,100542155,100542155,0.856321,0.516,166.4897,"Feb 13, 14",0.023779565564212006
2014-02-14,166.5632,167.9479,166.4083,167.6381,96498305,96498305,0.92009,0.552,169.8956,"Feb 14, 14",0.029429085324328582
2014-02-18,167.793,168.0663,167.3011,167.8386,80460878,80460878,0.200414,0.12,168.2725,"Feb 18, 14",0.03066031218509313
